threshold,evaluated_count,true_danger,missed_danger,false_danger,true_safe,danger_recall,safe_recall,balanced_accuracy,decision_margin
0.325,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0136026320833931
0.326,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0146026320833931
0.327,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0156026320833931
0.328,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0166026320833931
0.329,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0176026320833931
0.33,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0186026320833931
0.331,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0196026320833931
0.332,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0206026320833931
0.333,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0216026320833931
0.334,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0226026320833931
0.335,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0236026320833931
0.336,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0246026320833931
0.337,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0256026320833931
0.338,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0266026320833931
0.339,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0276026320833931
0.34,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0286026320833931
0.341,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0296026320833931
0.342,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0306026320833931
0.343,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0316026320833931
0.344,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0326026320833931
0.345,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0336026320833931
0.346,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0346026320833931
0.347,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0356026320833931
0.348,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0366026320833931
0.349,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0376026320833931
0.35,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0386026320833931
0.351,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0396026320833931
0.352,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.040602632083393
0.353,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.041602632083393
0.354,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.042602632083393
0.355,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.043602632083393
0.356,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.044602632083393
0.357,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.045602632083393
0.358,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.046602632083393
0.359,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.047602632083393
0.36,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.048602632083393
0.361,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0496026320833931
0.362,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0506026320833931
0.363,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0516026320833931
0.364,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0526026320833931
0.365,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0536026320833931
0.366,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0546026320833931
0.367,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0556026320833931
0.368,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0566026320833931
0.369,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0576026320833931
0.37,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0586026320833931
0.371,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0596026320833931
0.372,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0606026320833931
0.373,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0616026320833931
0.374,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0626026320833931
0.375,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0636026320833931
0.376,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0646026320833931
0.377,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0656026320833931
0.378,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0666026320833931
0.379,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0676026320833931
0.38,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0686026320833931
0.381,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0696026320833931
0.382,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0706026320833931
0.383,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0716026320833931
0.384,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0726026320833931
0.385,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0736026320833931
0.386,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0746026320833931
0.387,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0756026320833931
0.388,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0766026320833931
0.389,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0776026320833931
0.39,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0786026320833931
0.391,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0796026320833931
0.392,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0806026320833931
0.393,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0801653564692318
0.394,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0791653564692318
0.395,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0781653564692318
0.396,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0771653564692318
0.397,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0761653564692318
0.398,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0751653564692318
0.399,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0741653564692318
0.4,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0731653564692318
0.401,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0721653564692318
0.402,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0711653564692318
0.403,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0701653564692318
0.404,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0691653564692318
0.405,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0681653564692318
0.406,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0671653564692318
0.407,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0661653564692318
0.408,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0651653564692318
0.409,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0641653564692318
0.41,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0631653564692318
0.411,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0621653564692318
0.412,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0611653564692318
0.413,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0601653564692318
0.414,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0591653564692318
0.415,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0581653564692318
0.416,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0571653564692318
0.417,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0561653564692319
0.418,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0551653564692319
0.419,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0541653564692319
0.42,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0531653564692319
0.421,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0521653564692319
0.422,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0511653564692319
0.423,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0501653564692319
0.424,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0491653564692319
0.425,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0481653564692319
0.426,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0471653564692319
0.427,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0461653564692319
0.428,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0451653564692319
0.429,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0441653564692319
0.43,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0431653564692319
0.431,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0421653564692319
0.432,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0411653564692319
0.433,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0401653564692319
0.434,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0391653564692319
0.435,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0381653564692319
0.436,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0371653564692319
0.437,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0361653564692319
0.438,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0351653564692319
0.439,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0341653564692319
0.44,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0331653564692319
0.441,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0321653564692319
0.442,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0311653564692319
0.443,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0301653564692319
0.444,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0291653564692319
0.445,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0281653564692319
0.446,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0271653564692318
0.447,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0261653564692318
0.448,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0251653564692318
0.449,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0241653564692318
0.45,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0231653564692318
0.451,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0221653564692318
0.452,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0211653564692318
0.453,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0201653564692318
0.454,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0191653564692318
0.455,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0181653564692318
0.456,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0171653564692318
0.457,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0161653564692318
0.458,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0151653564692318
0.459,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0141653564692318
0.46,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0131653564692318
0.461,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0121653564692318
0.462,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0111653564692318
0.463,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.0101653564692318
0.464,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00916535646923183
0.465,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00816535646923183
0.466,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00716535646923183
0.467,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00616535646923183
0.468,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00516535646923183
0.469,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00416535646923183
0.47,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00316535646923183
0.471,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00216535646923183
0.472,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.00116535646923183
0.473,311,111,3,0,197,0.973684210526316,1,0.986842105263158,0.000165356469231825
0.474,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.000834643530768175
0.475,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00183464353076818
0.476,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00283464353076818
0.477,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00383464353076818
0.478,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00483464353076818
0.479,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00583464353076818
0.48,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00648055479881982
0.481,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00548055479881981
0.482,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00448055479881981
0.483,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00348055479881981
0.484,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00248055479881981
0.485,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00148055479881981
0.486,311,110,4,0,197,0.964912280701754,1,0.982456140350877,0.00048055479881981
0.487,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.000519445201180191
0.488,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00151944520118019
0.489,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00251944520118019
0.49,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00351944520118019
0.491,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00451944520118019
0.492,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0055194452011802
0.493,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0065194452011802
0.494,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0075194452011802
0.495,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0085194452011802
0.496,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0095194452011802
0.497,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0105194452011802
0.498,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0115194452011802
0.499,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0125194452011802
0.5,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0135194452011802
0.501,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0145194452011802
0.502,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0155194452011802
0.503,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0165194452011802
0.504,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0175194452011802
0.505,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0185194452011802
0.506,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0195194452011802
0.507,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0205194452011802
0.508,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0215194452011802
0.509,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0225194452011802
0.51,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0235194452011802
0.511,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0245194452011802
0.512,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0255194452011802
0.513,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0265194452011802
0.514,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0275194452011802
0.515,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0285194452011802
0.516,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0295194452011802
0.517,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0305194452011802
0.518,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0315194452011802
0.519,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0325194452011802
0.52,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0335194452011802
0.521,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0345194452011801
0.522,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0355194452011802
0.523,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0365194452011801
0.524,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0374738385564246
0.525,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0364738385564247
0.526,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0354738385564246
0.527,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0344738385564247
0.528,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0334738385564246
0.529,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0324738385564247
0.53,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0314738385564246
0.531,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0304738385564247
0.532,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0294738385564246
0.533,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0284738385564247
0.534,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0274738385564246
0.535,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0264738385564247
0.536,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0254738385564246
0.537,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0244738385564247
0.538,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0234738385564246
0.539,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0224738385564247
0.54,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0214738385564246
0.541,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0204738385564247
0.542,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0194738385564246
0.543,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0184738385564247
0.544,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0174738385564246
0.545,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0164738385564247
0.546,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0154738385564246
0.547,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0144738385564247
0.548,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0134738385564246
0.549,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0124738385564247
0.55,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0114738385564246
0.551,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0104738385564247
0.552,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00947383855642459
0.553,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.0084738385564247
0.554,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00747383855642458
0.555,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00647383855642469
0.556,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00547383855642458
0.557,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00447383855642469
0.558,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00347383855642458
0.559,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00247383855642469
0.56,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.00147383855642458
0.561,311,109,5,0,197,0.956140350877193,1,0.978070175438597,0.000473838556424688
0.562,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.000526161443575424
0.563,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00152616144357531
0.564,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00252616144357543
0.565,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00352616144357532
0.566,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00452616144357543
0.567,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00552616144357532
0.568,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00652616144357543
0.569,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00752616144357532
0.57,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00852616144357543
0.571,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00952616144357532
0.572,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0105261614435754
0.573,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0115261614435753
0.574,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0125261614435754
0.575,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0135261614435753
0.576,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0145261614435754
0.577,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0155261614435753
0.578,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0165261614435754
0.579,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0175261614435753
0.58,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0185261614435754
0.581,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0195261614435753
0.582,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0205261614435754
0.583,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0215261614435753
0.584,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0225261614435753
0.585,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0235261614435753
0.586,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0245261614435753
0.587,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0255261614435753
0.588,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0265261614435753
0.589,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0275261614435753
0.59,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0279999075368375
0.591,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0269999075368375
0.592,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0259999075368375
0.593,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0249999075368375
0.594,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0239999075368375
0.595,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0229999075368374
0.596,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0219999075368374
0.597,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0209999075368374
0.598,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0199999075368374
0.599,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0189999075368374
0.6,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0179999075368374
0.601,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0169999075368374
0.602,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0159999075368374
0.603,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0149999075368374
0.604,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0139999075368374
0.605,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0129999075368374
0.606,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0119999075368374
0.607,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.0109999075368374
0.608,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00999990753683744
0.609,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00899990753683744
0.61,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00799990753683744
0.611,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00699990753683744
0.612,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00599990753683743
0.613,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00499990753683743
0.614,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00399990753683743
0.615,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00299990753683743
0.616,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00199990753683743
0.617,311,108,6,0,197,0.947368421052632,1,0.973684210526316,0.00099990753683743
0.618,311,107,7,0,197,0.93859649122807,1,0.969298245614035,9.24631625709438e-08
0.619,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.00100009246316257
0.62,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.00200009246316257
0.621,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.00300009246316257
0.622,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.00400009246316257
0.623,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.00500009246316258
0.624,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.00600009246316258
0.625,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.00700009246316258
0.626,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.0069671436136709
0.627,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.0059671436136709
0.628,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.0049671436136709
0.629,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.0039671436136709
0.63,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.0029671436136709
0.631,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.0019671436136709
0.632,311,107,7,0,197,0.93859649122807,1,0.969298245614035,0.000967143613670896
0.633,311,106,8,0,197,0.929824561403509,1,0.964912280701754,3.28563863291054e-05
0.634,311,105,9,0,197,0.921052631578947,1,0.960526315789474,0.000766276480793859
0.635,311,105,9,0,197,0.921052631578947,1,0.960526315789474,6.79290584656433e-05
0.636,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.000932070941534358
0.637,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.00193207094153436
0.638,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.00293207094153436
0.639,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.00393207094153436
0.64,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.00418615842683345
0.641,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.00318615842683345
0.642,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.00218615842683345
0.643,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.00118615842683345
0.644,311,104,10,0,197,0.912280701754386,1,0.956140350877193,0.000186158426833449
0.645,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.000813841573166552
0.646,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00181384157316655
0.647,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00281384157316655
0.648,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00381384157316655
0.649,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00481384157316656
0.65,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00581384157316645
0.651,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00681384157316656
0.652,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00781384157316645
0.653,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00881384157316656
0.654,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.00981384157316645
0.655,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0108138415731666
0.656,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0118138415731665
0.657,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0128138415731666
0.658,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0138138415731665
0.659,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0148138415731666
0.66,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0158138415731665
0.661,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0168138415731666
0.662,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0178138415731665
0.663,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0188138415731666
0.664,311,103,11,0,197,0.903508771929825,1,0.951754385964912,0.0198138415731665
